"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 07 14:17:42 IST 2022","Thu Jul 07 14:17:42 IST 2022","242","","BasicTest.spec.js","","","","Get a response",""
